correct,skill,student,problem,skill_name
1,47,2590,47,47
1,48,2590,48,48
1,49,2590,49,49
1,0,2591,0,0
1,1,2591,1,1
1,2,2591,2,2
0,3,2591,3,3
1,4,2591,4,4
0,5,2591,5,5
1,6,2591,6,6
0,7,2591,7,7
1,8,2591,8,8
1,9,2591,9,9
1,10,2591,10,10
1,11,2591,11,11
1,12,2591,12,12
0,13,2591,13,13
1,14,2591,14,14
1,15,2591,15,15
1,16,2591,16,16
0,17,2591,17,17
1,18,2591,18,18
1,19,2591,19,19
0,20,2591,20,20
1,21,2591,21,21
1,22,2591,22,22
0,23,2591,23,23
1,24,2591,24,24
1,25,2591,25,25
0,26,2591,26,26
1,27,2591,27,27
1,28,2591,28,28
0,29,2591,29,29
1,30,2591,30,30
0,31,2591,31,31
0,32,2591,32,32
1,33,2591,33,33
1,34,2591,34,34
1,35,2591,35,35
1,36,2591,36,36
0,37,2591,37,37
1,38,2591,38,38
1,39,2591,39,39
1,40,2591,40,40
1,41,2591,41,41
1,42,2591,42,42
1,43,2591,43,43
1,44,2591,44,44
0,45,2591,45,45
1,46,2591,46,46
1,47,2591,47,47
1,48,2591,48,48
1,49,2591,49,49
0,0,2592,0,0
0,1,2592,1,1
0,2,2592,2,2
1,3,2592,3,3
1,4,2592,4,4
1,5,2592,5,5
0,6,2592,6,6
1,7,2592,7,7
1,8,2592,8,8
0,9,2592,9,9
0,10,2592,10,10
0,11,2592,11,11
0,12,2592,12,12
1,13,2592,13,13
1,14,2592,14,14
0,15,2592,15,15
1,16,2592,16,16
1,17,2592,17,17
1,18,2592,18,18
1,19,2592,19,19
1,20,2592,20,20
1,21,2592,21,21
1,22,2592,22,22
1,23,2592,23,23
0,24,2592,24,24
1,25,2592,25,25
1,26,2592,26,26
1,27,2592,27,27
1,28,2592,28,28
1,29,2592,29,29
1,30,2592,30,30
1,31,2592,31,31
0,32,2592,32,32
0,33,2592,33,33
1,34,2592,34,34
0,35,2592,35,35
1,36,2592,36,36
0,37,2592,37,37
1,38,2592,38,38
1,39,2592,39,39
1,40,2592,40,40
1,41,2592,41,41
0,42,2592,42,42
1,43,2592,43,43
1,44,2592,44,44
1,45,2592,45,45
0,46,2592,46,46
0,47,2592,47,47
1,48,2592,48,48
1,49,2592,49,49
1,0,2593,0,0
1,1,2593,1,1
1,2,2593,2,2
0,3,2593,3,3
1,4,2593,4,4
1,5,2593,5,5
1,6,2593,6,6
1,7,2593,7,7
1,8,2593,8,8
1,9,2593,9,9
1,10,2593,10,10
1,11,2593,11,11
1,12,2593,12,12
1,13,2593,13,13
1,14,2593,14,14
1,15,2593,15,15
0,16,2593,16,16
1,17,2593,17,17
1,18,2593,18,18
1,19,2593,19,19
1,20,2593,20,20
1,21,2593,21,21
1,22,2593,22,22
1,23,2593,23,23
1,24,2593,24,24
1,25,2593,25,25
1,26,2593,26,26
1,27,2593,27,27
1,28,2593,28,28
1,29,2593,29,29
1,30,2593,30,30
1,31,2593,31,31
1,32,2593,32,32
1,33,2593,33,33
1,34,2593,34,34
1,35,2593,35,35
1,36,2593,36,36
1,37,2593,37,37
1,38,2593,38,38
1,39,2593,39,39
1,40,2593,40,40
1,41,2593,41,41
1,42,2593,42,42
1,43,2593,43,43
1,44,2593,44,44
1,45,2593,45,45
1,46,2593,46,46
1,47,2593,47,47
1,48,2593,48,48
1,49,2593,49,49
0,0,2594,0,0
1,1,2594,1,1
1,2,2594,2,2
0,3,2594,3,3
0,4,2594,4,4
1,5,2594,5,5
0,6,2594,6,6
0,7,2594,7,7
0,8,2594,8,8
0,9,2594,9,9
0,10,2594,10,10
0,11,2594,11,11
1,12,2594,12,12
0,13,2594,13,13
0,14,2594,14,14
0,15,2594,15,15
1,16,2594,16,16
0,17,2594,17,17
1,18,2594,18,18
1,19,2594,19,19
0,20,2594,20,20
0,21,2594,21,21
0,22,2594,22,22
0,23,2594,23,23
0,24,2594,24,24
1,25,2594,25,25
0,26,2594,26,26
0,27,2594,27,27
1,28,2594,28,28
0,29,2594,29,29
1,30,2594,30,30
0,31,2594,31,31
0,32,2594,32,32
0,33,2594,33,33
1,34,2594,34,34
0,35,2594,35,35
1,36,2594,36,36
0,37,2594,37,37
1,38,2594,38,38
1,39,2594,39,39
0,40,2594,40,40
1,41,2594,41,41
1,42,2594,42,42
1,43,2594,43,43
1,44,2594,44,44
1,45,2594,45,45
1,46,2594,46,46
1,47,2594,47,47
0,48,2594,48,48
1,49,2594,49,49
1,0,2595,0,0
1,1,2595,1,1
1,2,2595,2,2
1,3,2595,3,3
1,4,2595,4,4
1,5,2595,5,5
1,6,2595,6,6
0,7,2595,7,7
1,8,2595,8,8
1,9,2595,9,9
1,10,2595,10,10
1,11,2595,11,11
1,12,2595,12,12
1,13,2595,13,13
1,14,2595,14,14
1,15,2595,15,15
1,16,2595,16,16
1,17,2595,17,17
1,18,2595,18,18
1,19,2595,19,19
1,20,2595,20,20
1,21,2595,21,21
1,22,2595,22,22
1,23,2595,23,23
1,24,2595,24,24
1,25,2595,25,25
1,26,2595,26,26
1,27,2595,27,27
1,28,2595,28,28
1,29,2595,29,29
1,30,2595,30,30
1,31,2595,31,31
1,32,2595,32,32
1,33,2595,33,33
1,34,2595,34,34
1,35,2595,35,35
1,36,2595,36,36
1,37,2595,37,37
1,38,2595,38,38
1,39,2595,39,39
1,40,2595,40,40
1,41,2595,41,41
1,42,2595,42,42
1,43,2595,43,43
1,44,2595,44,44
1,45,2595,45,45
1,46,2595,46,46
1,47,2595,47,47
1,48,2595,48,48
1,49,2595,49,49
0,0,2596,0,0
0,1,2596,1,1
0,2,2596,2,2
1,3,2596,3,3
1,4,2596,4,4
1,5,2596,5,5
0,6,2596,6,6
1,7,2596,7,7
1,8,2596,8,8
0,9,2596,9,9
0,10,2596,10,10
0,11,2596,11,11
0,12,2596,12,12
0,13,2596,13,13
1,14,2596,14,14
0,15,2596,15,15
1,16,2596,16,16
1,17,2596,17,17
1,18,2596,18,18
1,19,2596,19,19
1,20,2596,20,20
1,21,2596,21,21
1,22,2596,22,22
1,23,2596,23,23
0,24,2596,24,24
1,25,2596,25,25
1,26,2596,26,26
1,27,2596,27,27
0,28,2596,28,28
1,29,2596,29,29
0,30,2596,30,30
1,31,2596,31,31
0,32,2596,32,32
0,33,2596,33,33
1,34,2596,34,34
0,35,2596,35,35
1,36,2596,36,36
0,37,2596,37,37
1,38,2596,38,38
1,39,2596,39,39
1,40,2596,40,40
1,41,2596,41,41
0,42,2596,42,42
1,43,2596,43,43
1,44,2596,44,44
1,45,2596,45,45
1,46,2596,46,46
0,47,2596,47,47
1,48,2596,48,48
1,49,2596,49,49
0,0,2597,0,0
1,1,2597,1,1
1,2,2597,2,2
0,3,2597,3,3
1,4,2597,4,4
0,5,2597,5,5
1,6,2597,6,6
1,7,2597,7,7
0,8,2597,8,8
1,9,2597,9,9
0,10,2597,10,10
1,11,2597,11,11
1,12,2597,12,12
0,13,2597,13,13
1,14,2597,14,14
1,15,2597,15,15
1,16,2597,16,16
1,17,2597,17,17
1,18,2597,18,18
0,19,2597,19,19
0,20,2597,20,20
0,21,2597,21,21
1,22,2597,22,22
0,23,2597,23,23
1,24,2597,24,24
1,25,2597,25,25
1,26,2597,26,26
1,27,2597,27,27
1,28,2597,28,28
1,29,2597,29,29
0,30,2597,30,30
1,31,2597,31,31
0,32,2597,32,32
1,33,2597,33,33
0,34,2597,34,34
0,35,2597,35,35
1,36,2597,36,36
0,37,2597,37,37
1,38,2597,38,38
1,39,2597,39,39
1,40,2597,40,40
1,41,2597,41,41
1,42,2597,42,42
1,43,2597,43,43
1,44,2597,44,44
1,45,2597,45,45
0,46,2597,46,46
1,47,2597,47,47
1,48,2597,48,48
1,49,2597,49,49
0,0,2598,0,0
1,1,2598,1,1
0,2,2598,2,2
1,3,2598,3,3
1,4,2598,4,4
1,5,2598,5,5
0,6,2598,6,6
1,7,2598,7,7
1,8,2598,8,8
0,9,2598,9,9
1,10,2598,10,10
0,11,2598,11,11
0,12,2598,12,12
0,13,2598,13,13
1,14,2598,14,14
0,15,2598,15,15
0,16,2598,16,16
1,17,2598,17,17
1,18,2598,18,18
1,19,2598,19,19
1,20,2598,20,20
1,21,2598,21,21
1,22,2598,22,22
1,23,2598,23,23
0,24,2598,24,24
1,25,2598,25,25
1,26,2598,26,26
1,27,2598,27,27
0,28,2598,28,28
1,29,2598,29,29
0,30,2598,30,30
1,31,2598,31,31
0,32,2598,32,32
0,33,2598,33,33
1,34,2598,34,34
0,35,2598,35,35
1,36,2598,36,36
0,37,2598,37,37
1,38,2598,38,38
1,39,2598,39,39
1,40,2598,40,40
1,41,2598,41,41
0,42,2598,42,42
1,43,2598,43,43
1,44,2598,44,44
1,45,2598,45,45
0,46,2598,46,46
0,47,2598,47,47
1,48,2598,48,48
1,49,2598,49,49
1,0,2599,0,0
1,1,2599,1,1
1,2,2599,2,2
0,3,2599,3,3
0,4,2599,4,4
0,5,2599,5,5
0,6,2599,6,6
0,7,2599,7,7
0,8,2599,8,8
1,9,2599,9,9
0,10,2599,10,10
1,11,2599,11,11
1,12,2599,12,12
1,13,2599,13,13
0,14,2599,14,14
0,15,2599,15,15
1,16,2599,16,16
0,17,2599,17,17
0,18,2599,18,18
1,19,2599,19,19
0,20,2599,20,20
0,21,2599,21,21
0,22,2599,22,22
0,23,2599,23,23
1,24,2599,24,24
0,25,2599,25,25
1,26,2599,26,26
0,27,2599,27,27
1,28,2599,28,28
0,29,2599,29,29
1,30,2599,30,30
0,31,2599,31,31
1,32,2599,32,32
1,33,2599,33,33
1,34,2599,34,34
0,35,2599,35,35
0,36,2599,36,36
1,37,2599,37,37
0,38,2599,38,38
0,39,2599,39,39
1,40,2599,40,40
1,41,2599,41,41
1,42,2599,42,42
1,43,2599,43,43
0,44,2599,44,44
0,45,2599,45,45
0,46,2599,46,46
1,47,2599,47,47
0,48,2599,48,48
1,49,2599,49,49
0,0,2600,0,0
1,1,2600,1,1
1,2,2600,2,2
0,3,2600,3,3
0,4,2600,4,4
1,5,2600,5,5
0,6,2600,6,6
0,7,2600,7,7
1,8,2600,8,8
0,9,2600,9,9
1,10,2600,10,10
1,11,2600,11,11
1,12,2600,12,12
0,13,2600,13,13
1,14,2600,14,14
0,15,2600,15,15
0,16,2600,16,16
0,17,2600,17,17
1,18,2600,18,18
0,19,2600,19,19
1,20,2600,20,20
1,21,2600,21,21
0,22,2600,22,22
0,23,2600,23,23
1,24,2600,24,24
1,25,2600,25,25
0,26,2600,26,26
1,27,2600,27,27
1,28,2600,28,28
0,29,2600,29,29
0,30,2600,30,30
0,31,2600,31,31
1,32,2600,32,32
1,33,2600,33,33
0,34,2600,34,34
0,35,2600,35,35
0,36,2600,36,36
0,37,2600,37,37
1,38,2600,38,38
1,39,2600,39,39
0,40,2600,40,40
1,41,2600,41,41
1,42,2600,42,42
1,43,2600,43,43
0,44,2600,44,44
1,45,2600,45,45
0,46,2600,46,46
1,47,2600,47,47
1,48,2600,48,48
1,49,2600,49,49
0,0,2601,0,0
1,1,2601,1,1
1,2,2601,2,2
0,3,2601,3,3
0,4,2601,4,4
0,5,2601,5,5
0,6,2601,6,6
0,7,2601,7,7
0,8,2601,8,8
0,9,2601,9,9
0,10,2601,10,10
1,11,2601,11,11
1,12,2601,12,12
0,13,2601,13,13
1,14,2601,14,14
0,15,2601,15,15
0,16,2601,16,16
0,17,2601,17,17
1,18,2601,18,18
0,19,2601,19,19
0,20,2601,20,20
0,21,2601,21,21
1,22,2601,22,22
0,23,2601,23,23
1,24,2601,24,24
1,25,2601,25,25
0,26,2601,26,26
1,27,2601,27,27
0,28,2601,28,28
1,29,2601,29,29
1,30,2601,30,30
0,31,2601,31,31
0,32,2601,32,32
1,33,2601,33,33
1,34,2601,34,34
0,35,2601,35,35
1,36,2601,36,36
0,37,2601,37,37
1,38,2601,38,38
1,39,2601,39,39
1,40,2601,40,40
0,41,2601,41,41
0,42,2601,42,42
1,43,2601,43,43
0,44,2601,44,44
0,45,2601,45,45
1,46,2601,46,46
1,47,2601,47,47
1,48,2601,48,48
1,49,2601,49,49
1,0,2602,0,0
1,1,2602,1,1
1,2,2602,2,2
1,3,2602,3,3
0,4,2602,4,4
1,5,2602,5,5
0,6,2602,6,6
1,7,2602,7,7
1,8,2602,8,8
1,9,2602,9,9
0,10,2602,10,10
1,11,2602,11,11
1,12,2602,12,12
1,13,2602,13,13
1,14,2602,14,14
1,15,2602,15,15
1,16,2602,16,16
1,17,2602,17,17
1,18,2602,18,18
1,19,2602,19,19
0,20,2602,20,20
1,21,2602,21,21
1,22,2602,22,22
1,23,2602,23,23
1,24,2602,24,24
1,25,2602,25,25
1,26,2602,26,26
1,27,2602,27,27
1,28,2602,28,28
1,29,2602,29,29
1,30,2602,30,30
1,31,2602,31,31
1,32,2602,32,32
0,33,2602,33,33
1,34,2602,34,34
0,35,2602,35,35
1,36,2602,36,36
1,37,2602,37,37
1,38,2602,38,38
1,39,2602,39,39
1,40,2602,40,40
1,41,2602,41,41
1,42,2602,42,42
1,43,2602,43,43
0,44,2602,44,44
1,45,2602,45,45
1,46,2602,46,46
1,47,2602,47,47
1,48,2602,48,48
1,49,2602,49,49
0,0,2603,0,0
1,1,2603,1,1
0,2,2603,2,2
1,3,2603,3,3
1,4,2603,4,4
1,5,2603,5,5
0,6,2603,6,6
1,7,2603,7,7
1,8,2603,8,8
1,9,2603,9,9
0,10,2603,10,10
1,11,2603,11,11
0,12,2603,12,12
1,13,2603,13,13
1,14,2603,14,14
1,15,2603,15,15
1,16,2603,16,16
1,17,2603,17,17
1,18,2603,18,18
1,19,2603,19,19
0,20,2603,20,20
1,21,2603,21,21
1,22,2603,22,22
1,23,2603,23,23
1,24,2603,24,24
1,25,2603,25,25
0,26,2603,26,26
1,27,2603,27,27
0,28,2603,28,28
1,29,2603,29,29
1,30,2603,30,30
1,31,2603,31,31
0,32,2603,32,32
1,33,2603,33,33
1,34,2603,34,34
0,35,2603,35,35
1,36,2603,36,36
1,37,2603,37,37
1,38,2603,38,38
1,39,2603,39,39
1,40,2603,40,40
1,41,2603,41,41
1,42,2603,42,42
1,43,2603,43,43
1,44,2603,44,44
1,45,2603,45,45
1,46,2603,46,46
1,47,2603,47,47
1,48,2603,48,48
1,49,2603,49,49
0,0,2604,0,0
1,1,2604,1,1
0,2,2604,2,2
1,3,2604,3,3
0,4,2604,4,4
0,5,2604,5,5
0,6,2604,6,6
0,7,2604,7,7
0,8,2604,8,8
1,9,2604,9,9
0,10,2604,10,10
0,11,2604,11,11
1,12,2604,12,12
0,13,2604,13,13
0,14,2604,14,14
0,15,2604,15,15
0,16,2604,16,16
0,17,2604,17,17
0,18,2604,18,18
1,19,2604,19,19
0,20,2604,20,20
0,21,2604,21,21
0,22,2604,22,22
0,23,2604,23,23
0,24,2604,24,24
0,25,2604,25,25
0,26,2604,26,26
0,27,2604,27,27
0,28,2604,28,28
0,29,2604,29,29
1,30,2604,30,30
0,31,2604,31,31
0,32,2604,32,32
0,33,2604,33,33
1,34,2604,34,34
0,35,2604,35,35
0,36,2604,36,36
0,37,2604,37,37
0,38,2604,38,38
0,39,2604,39,39
0,40,2604,40,40
0,41,2604,41,41
0,42,2604,42,42
1,43,2604,43,43
0,44,2604,44,44
0,45,2604,45,45
1,46,2604,46,46
1,47,2604,47,47
1,48,2604,48,48
0,49,2604,49,49
0,0,2605,0,0
1,1,2605,1,1
1,2,2605,2,2
0,3,2605,3,3
0,4,2605,4,4
0,5,2605,5,5
0,6,2605,6,6
1,7,2605,7,7
0,8,2605,8,8
0,9,2605,9,9
0,10,2605,10,10
1,11,2605,11,11
1,12,2605,12,12
0,13,2605,13,13
0,14,2605,14,14
1,15,2605,15,15
0,16,2605,16,16
0,17,2605,17,17
0,18,2605,18,18
0,19,2605,19,19
0,20,2605,20,20
0,21,2605,21,21
0,22,2605,22,22
0,23,2605,23,23
1,24,2605,24,24
0,25,2605,25,25
0,26,2605,26,26
1,27,2605,27,27
0,28,2605,28,28
0,29,2605,29,29
1,30,2605,30,30
0,31,2605,31,31
0,32,2605,32,32
0,33,2605,33,33
0,34,2605,34,34
1,35,2605,35,35
0,36,2605,36,36
0,37,2605,37,37
0,38,2605,38,38
1,39,2605,39,39
0,40,2605,40,40
0,41,2605,41,41
1,42,2605,42,42
1,43,2605,43,43
0,44,2605,44,44
1,45,2605,45,45
0,46,2605,46,46
1,47,2605,47,47
0,48,2605,48,48
0,49,2605,49,49
1,0,2606,0,0
1,1,2606,1,1
1,2,2606,2,2
1,3,2606,3,3
1,4,2606,4,4
0,5,2606,5,5
1,6,2606,6,6
1,7,2606,7,7
1,8,2606,8,8
1,9,2606,9,9
0,10,2606,10,10
1,11,2606,11,11
1,12,2606,12,12
1,13,2606,13,13
1,14,2606,14,14
1,15,2606,15,15
1,16,2606,16,16
1,17,2606,17,17
1,18,2606,18,18
1,19,2606,19,19
1,20,2606,20,20
1,21,2606,21,21
1,22,2606,22,22
1,23,2606,23,23
1,24,2606,24,24
1,25,2606,25,25
1,26,2606,26,26
1,27,2606,27,27
1,28,2606,28,28
1,29,2606,29,29
1,30,2606,30,30
1,31,2606,31,31
1,32,2606,32,32
1,33,2606,33,33
1,34,2606,34,34
1,35,2606,35,35
1,36,2606,36,36
1,37,2606,37,37
1,38,2606,38,38
1,39,2606,39,39
1,40,2606,40,40
1,41,2606,41,41
1,42,2606,42,42
1,43,2606,43,43
1,44,2606,44,44
1,45,2606,45,45
1,46,2606,46,46
1,47,2606,47,47
1,48,2606,48,48
1,49,2606,49,49
1,0,2607,0,0
1,1,2607,1,1
1,2,2607,2,2
0,3,2607,3,3
0,4,2607,4,4
0,5,2607,5,5
1,6,2607,6,6
0,7,2607,7,7
1,8,2607,8,8
1,9,2607,9,9
1,10,2607,10,10
1,11,2607,11,11
1,12,2607,12,12
1,13,2607,13,13
0,14,2607,14,14
1,15,2607,15,15
0,16,2607,16,16
0,17,2607,17,17
0,18,2607,18,18
0,19,2607,19,19
0,20,2607,20,20
0,21,2607,21,21
0,22,2607,22,22
0,23,2607,23,23
1,24,2607,24,24
0,25,2607,25,25
0,26,2607,26,26
1,27,2607,27,27
1,28,2607,28,28
0,29,2607,29,29
1,30,2607,30,30
0,31,2607,31,31
1,32,2607,32,32
1,33,2607,33,33
1,34,2607,34,34
1,35,2607,35,35
0,36,2607,36,36
1,37,2607,37,37
0,38,2607,38,38
0,39,2607,39,39
0,40,2607,40,40
0,41,2607,41,41
1,42,2607,42,42
1,43,2607,43,43
0,44,2607,44,44
0,45,2607,45,45
1,46,2607,46,46
1,47,2607,47,47
1,48,2607,48,48
1,49,2607,49,49
1,0,2608,0,0
1,1,2608,1,1
1,2,2608,2,2
1,3,2608,3,3
0,4,2608,4,4
0,5,2608,5,5
0,6,2608,6,6
1,7,2608,7,7
1,8,2608,8,8
1,9,2608,9,9
1,10,2608,10,10
1,11,2608,11,11
1,12,2608,12,12
0,13,2608,13,13
0,14,2608,14,14
1,15,2608,15,15
1,16,2608,16,16
1,17,2608,17,17
1,18,2608,18,18
1,19,2608,19,19
1,20,2608,20,20
1,21,2608,21,21
1,22,2608,22,22
1,23,2608,23,23
1,24,2608,24,24
1,25,2608,25,25
1,26,2608,26,26
1,27,2608,27,27
1,28,2608,28,28
1,29,2608,29,29
1,30,2608,30,30
1,31,2608,31,31
0,32,2608,32,32
1,33,2608,33,33
1,34,2608,34,34
1,35,2608,35,35
1,36,2608,36,36
1,37,2608,37,37
1,38,2608,38,38
1,39,2608,39,39
1,40,2608,40,40
1,41,2608,41,41
1,42,2608,42,42
1,43,2608,43,43
0,44,2608,44,44
1,45,2608,45,45
1,46,2608,46,46
1,47,2608,47,47
1,48,2608,48,48
1,49,2608,49,49
0,0,2609,0,0
0,1,2609,1,1
0,2,2609,2,2
0,3,2609,3,3
0,4,2609,4,4
0,5,2609,5,5
0,6,2609,6,6
0,7,2609,7,7
0,8,2609,8,8
0,9,2609,9,9
0,10,2609,10,10
0,11,2609,11,11
0,12,2609,12,12
0,13,2609,13,13
0,14,2609,14,14
0,15,2609,15,15
0,16,2609,16,16
0,17,2609,17,17
0,18,2609,18,18
0,19,2609,19,19
0,20,2609,20,20
0,21,2609,21,21
1,22,2609,22,22
0,23,2609,23,23
0,24,2609,24,24
0,25,2609,25,25
0,26,2609,26,26
0,27,2609,27,27
0,28,2609,28,28
0,29,2609,29,29
0,30,2609,30,30
1,31,2609,31,31
0,32,2609,32,32
0,33,2609,33,33
0,34,2609,34,34
0,35,2609,35,35
0,36,2609,36,36
0,37,2609,37,37
0,38,2609,38,38
0,39,2609,39,39
0,40,2609,40,40
0,41,2609,41,41
0,42,2609,42,42
0,43,2609,43,43
1,44,2609,44,44
0,45,2609,45,45
0,46,2609,46,46
0,47,2609,47,47
1,48,2609,48,48
0,49,2609,49,49
1,0,2610,0,0
1,1,2610,1,1
1,2,2610,2,2
0,3,2610,3,3
0,4,2610,4,4
0,5,2610,5,5
1,6,2610,6,6
0,7,2610,7,7
0,8,2610,8,8
1,9,2610,9,9
0,10,2610,10,10
1,11,2610,11,11
1,12,2610,12,12
1,13,2610,13,13
0,14,2610,14,14
1,15,2610,15,15
0,16,2610,16,16
0,17,2610,17,17
0,18,2610,18,18
0,19,2610,19,19
0,20,2610,20,20
0,21,2610,21,21
1,22,2610,22,22
1,23,2610,23,23
1,24,2610,24,24
0,25,2610,25,25
0,26,2610,26,26
0,27,2610,27,27
1,28,2610,28,28
0,29,2610,29,29
1,30,2610,30,30
0,31,2610,31,31
1,32,2610,32,32
1,33,2610,33,33
0,34,2610,34,34
0,35,2610,35,35
0,36,2610,36,36
1,37,2610,37,37
0,38,2610,38,38
0,39,2610,39,39
0,40,2610,40,40
0,41,2610,41,41
1,42,2610,42,42
1,43,2610,43,43
0,44,2610,44,44
0,45,2610,45,45
1,46,2610,46,46
1,47,2610,47,47
0,48,2610,48,48
0,49,2610,49,49
0,0,2611,0,0
1,1,2611,1,1
0,2,2611,2,2
1,3,2611,3,3
1,4,2611,4,4
1,5,2611,5,5
1,6,2611,6,6
1,7,2611,7,7
0,8,2611,8,8
0,9,2611,9,9
0,10,2611,10,10
0,11,2611,11,11
0,12,2611,12,12
0,13,2611,13,13
1,14,2611,14,14
0,15,2611,15,15
1,16,2611,16,16
1,17,2611,17,17
1,18,2611,18,18
1,19,2611,19,19
1,20,2611,20,20
1,21,2611,21,21
1,22,2611,22,22
1,23,2611,23,23
1,24,2611,24,24
1,25,2611,25,25
1,26,2611,26,26
1,27,2611,27,27
0,28,2611,28,28
1,29,2611,29,29
0,30,2611,30,30
1,31,2611,31,31
0,32,2611,32,32
1,33,2611,33,33
1,34,2611,34,34
0,35,2611,35,35
1,36,2611,36,36
0,37,2611,37,37
1,38,2611,38,38
1,39,2611,39,39
0,40,2611,40,40
1,41,2611,41,41
1,42,2611,42,42
1,43,2611,43,43
1,44,2611,44,44
1,45,2611,45,45
0,46,2611,46,46
1,47,2611,47,47
1,48,2611,48,48
1,49,2611,49,49
1,0,2612,0,0
1,1,2612,1,1
1,2,2612,2,2
1,3,2612,3,3
1,4,2612,4,4
1,5,2612,5,5
1,6,2612,6,6
1,7,2612,7,7
1,8,2612,8,8
1,9,2612,9,9
1,10,2612,10,10
1,11,2612,11,11
1,12,2612,12,12
1,13,2612,13,13
1,14,2612,14,14
1,15,2612,15,15
1,16,2612,16,16
1,17,2612,17,17
1,18,2612,18,18
1,19,2612,19,19
1,20,2612,20,20
1,21,2612,21,21
1,22,2612,22,22
1,23,2612,23,23
1,24,2612,24,24
1,25,2612,25,25
1,26,2612,26,26
1,27,2612,27,27
1,28,2612,28,28
1,29,2612,29,29
1,30,2612,30,30
1,31,2612,31,31
1,32,2612,32,32
1,33,2612,33,33
1,34,2612,34,34
1,35,2612,35,35
1,36,2612,36,36
1,37,2612,37,37
1,38,2612,38,38
1,39,2612,39,39
1,40,2612,40,40
1,41,2612,41,41
1,42,2612,42,42
1,43,2612,43,43
1,44,2612,44,44
1,45,2612,45,45
1,46,2612,46,46
1,47,2612,47,47
1,48,2612,48,48
1,49,2612,49,49
0,0,2613,0,0
0,1,2613,1,1
1,2,2613,2,2
1,3,2613,3,3
1,4,2613,4,4
1,5,2613,5,5
0,6,2613,6,6
1,7,2613,7,7
1,8,2613,8,8
0,9,2613,9,9
0,10,2613,10,10
1,11,2613,11,11
0,12,2613,12,12
0,13,2613,13,13
1,14,2613,14,14
0,15,2613,15,15
0,16,2613,16,16
1,17,2613,17,17
1,18,2613,18,18
1,19,2613,19,19
0,20,2613,20,20
1,21,2613,21,21
1,22,2613,22,22
1,23,2613,23,23
0,24,2613,24,24
1,25,2613,25,25
0,26,2613,26,26
1,27,2613,27,27
0,28,2613,28,28
0,29,2613,29,29
0,30,2613,30,30
1,31,2613,31,31
0,32,2613,32,32
0,33,2613,33,33
1,34,2613,34,34
0,35,2613,35,35
1,36,2613,36,36
0,37,2613,37,37
1,38,2613,38,38
1,39,2613,39,39
1,40,2613,40,40
1,41,2613,41,41
0,42,2613,42,42
1,43,2613,43,43
1,44,2613,44,44
1,45,2613,45,45
0,46,2613,46,46
0,47,2613,47,47
1,48,2613,48,48
1,49,2613,49,49
1,0,2614,0,0
1,1,2614,1,1
1,2,2614,2,2
0,3,2614,3,3
0,4,2614,4,4
0,5,2614,5,5
1,6,2614,6,6
1,7,2614,7,7
1,8,2614,8,8
1,9,2614,9,9
1,10,2614,10,10
1,11,2614,11,11
1,12,2614,12,12
0,13,2614,13,13
0,14,2614,14,14
1,15,2614,15,15
1,16,2614,16,16
1,17,2614,17,17
1,18,2614,18,18
1,19,2614,19,19
1,20,2614,20,20
0,21,2614,21,21
1,22,2614,22,22
0,23,2614,23,23
1,24,2614,24,24
1,25,2614,25,25
1,26,2614,26,26
1,27,2614,27,27
1,28,2614,28,28
1,29,2614,29,29
1,30,2614,30,30
0,31,2614,31,31
0,32,2614,32,32
1,33,2614,33,33
1,34,2614,34,34
0,35,2614,35,35
1,36,2614,36,36
1,37,2614,37,37
0,38,2614,38,38
1,39,2614,39,39
1,40,2614,40,40
1,41,2614,41,41
1,42,2614,42,42
1,43,2614,43,43
1,44,2614,44,44
1,45,2614,45,45
1,46,2614,46,46
1,47,2614,47,47
1,48,2614,48,48
0,49,2614,49,49
0,0,2615,0,0
1,1,2615,1,1
0,2,2615,2,2
0,3,2615,3,3
1,4,2615,4,4
0,5,2615,5,5
1,6,2615,6,6
1,7,2615,7,7
1,8,2615,8,8
0,9,2615,9,9
0,10,2615,10,10
1,11,2615,11,11
1,12,2615,12,12
0,13,2615,13,13
1,14,2615,14,14
1,15,2615,15,15
1,16,2615,16,16
1,17,2615,17,17
1,18,2615,18,18
1,19,2615,19,19
1,20,2615,20,20
1,21,2615,21,21
1,22,2615,22,22
1,23,2615,23,23
1,24,2615,24,24
1,25,2615,25,25
1,26,2615,26,26
1,27,2615,27,27
1,28,2615,28,28
0,29,2615,29,29
0,30,2615,30,30
1,31,2615,31,31
0,32,2615,32,32
1,33,2615,33,33
1,34,2615,34,34
1,35,2615,35,35
1,36,2615,36,36
0,37,2615,37,37
1,38,2615,38,38
1,39,2615,39,39
1,40,2615,40,40
1,41,2615,41,41
1,42,2615,42,42
1,43,2615,43,43
1,44,2615,44,44
1,45,2615,45,45
1,46,2615,46,46
1,47,2615,47,47
1,48,2615,48,48
1,49,2615,49,49
0,0,2616,0,0
1,1,2616,1,1
0,2,2616,2,2
1,3,2616,3,3
1,4,2616,4,4
1,5,2616,5,5
1,6,2616,6,6
1,7,2616,7,7
1,8,2616,8,8
1,9,2616,9,9
1,10,2616,10,10
1,11,2616,11,11
1,12,2616,12,12
0,13,2616,13,13
1,14,2616,14,14
1,15,2616,15,15
1,16,2616,16,16
1,17,2616,17,17
